issue_id,issue_type,file,line,observed_form,canonical_term,suggested_replacement,alternatives,default_action,decision,custom_replacement,scope,notes,context
T0111,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,435,constructionally conditioned,,,,keep,pending,,this_occurrence,,"... lippage~-- one driven not by properties of the designatum but by the syntactic construction in which the pro-form appears. In fused determiner-head function, demonstratives aren't simply gender-neutral. Their gender is \term{[[constructionally conditioned]]}: \ea[*]{\label{ex:12:demo-pers-blocked}\mention{She chatted with that.} \hfill [personal blocked]} \z \ea[*]{\label{ex:12:demo-spec}\mention{This is Yoko.} / \mention{This is an acorn.} \hfill [specificational \mention ..."
T0112,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter12.tex,448,constructional support,,,,keep,pending,,this_occurrence,,... is constructional interference with the gender coupling. The same lexeme~-- \mention{that} as a fused head~-- behaves as non-personal in one syntactic frame and as gender-neutral in another. The stabilizing mechanism is \term{[[constructional support]]}: certain syntactic environments carry licensing conditions that override the default constraint. This parallels the lexeme-specific anchoring discussed above: relative \mention{which} with a full NP antecedent can licen ...
T0113,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter13.tex,46,opaque coupling,,,,keep,pending,,this_occurrence,,"... ast. At the word level, form merely points. The form \mention{went} is past by convention, not by decomposable form~-- the connection is brute memory. The system does not explain \mention{went}; it remembers it. This is \term{[[opaque coupling]]}. The triadic structure at the word level: \begin{itemize} \item \textbf{Form}: orthographic/phonological shape~-- \mention{went}, \mention{go}, \mention{dog}. \item \textbf{Object}: conventional pairing~-- pas ..."
T0114,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter13.tex,86,Deitality,deitality,deitality,,replace_with_canonical,pending,,this_occurrence,,"... ers retain the core but lose the margins. & Independent drift (e.g., \mention{a furniture}), semantic pressure propagating to form (\mention{pease} $\rightarrow$ \mention{pea}). \\ Definiteness & Loose (Cross-cutting) & \term{[[Deitality]]} forms one cluster; identifiability another. They overlap extensively but not exhaustively. & Form without semantics (weak definites); semantics without form (proper names). \\ Lexical Categories & Variable & Noun and ve ..."
T0115,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter13.tex,104,conditioning effect,,,,keep,pending,,this_occurrence,,"... lavour: passive constructions, nominalizations, hedges like \mention{it has been argued}. The features cluster; experienced readers identify academic prose instantly. But this clustering isn't a homeostatic kind; it's a \term{[[conditioning effect]]} (see Chapter~\ref{ch:social-stabilization}). The \enquote{Academic} cluster is just the output of situational reweighting. Put the same researcher in front of a grant panel, a blog audience, and a conference poster, and ..."
T0116,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter13.tex,221,packaging tightness,,,,keep,pending,,this_occurrence,,"... cues, are there domains where the bundle is so tight that separation is systematically resisted? One place to look is inside the nominal domain. We can measure this tightness. \textcite{reynolds2026lbe} quantifies the \term{[[packaging tightness]]} of the determiner--head relationship in English~-- the link that the Left Branch Gap (§\ref{sec:8:negative}) fails to break. Using a dependency-locality metric, he finds that determiners and their heads exhibit a packag ..."
T0117,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,76,balance,,,,keep,pending,,this_occurrence,,"... pain, a dedicated alarm channel. Instead, the phenomenology of grammaticality is a bundle of metacognitive readouts that track the success of the coupling mechanism. These readouts look less like appetites and more like \term{[[balance]]} and \term{perception}. \subsection{Balance: The silent baseline} The primary analogue is \term{balance} or proprioception. Most of the time, balance is phenomenologically silent. When you walk down the street, you don ..."
T0118,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,76,perception,,,,keep,pending,,this_occurrence,,"... larm channel. Instead, the phenomenology of grammaticality is a bundle of metacognitive readouts that track the success of the coupling mechanism. These readouts look less like appetites and more like \term{balance} and \term{[[perception]]}. \subsection{Balance: The silent baseline} The primary analogue is \term{balance} or proprioception. Most of the time, balance is phenomenologically silent. When you walk down the street, you don't feel \enquote{balan ..."
T0119,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,80,balance,,,,keep,pending,,this_occurrence,,"... readouts that track the success of the coupling mechanism. These readouts look less like appetites and more like \term{[[balance]]} and \term{perception}. \subsection{Balance: The silent baseline} The primary analogue is \term{balance} or proprioception. Most of the time, balance is phenomenologically silent. When you walk down the street, you don't feel \enquote{balanced}; you just experience the world and your movement through it. The coupling work ..."
T0120,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,88,vision,,,,keep,pending,,this_occurrence,,"... or is even articulated \parencite{nozari2011is}. The feeling of ungrammaticality is the system trying to keep itself upright. \subsection{Vision: Illusion and good-enough processing} If balance describes the baseline, \term{[[vision]]} describes the failure modes. Vision delivers structured objects, not raw sense data; we are aware of the output, not the intermediate computations. And like vision, grammatical processing is subject to systematic illusi ..."
T0121,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,128,grammaticality illusions,grammaticality illusion,grammaticality illusion,,replace_with_canonical,pending,,this_occurrence,,"... correspond to the triadic structure of sign, object, and interpretant. \section{Grammaticality illusions} \label{sec:14:illusions} The strongest evidence that the feeling is dissociable from the structure comes from \term{[[grammaticality illusions]]}~-- cases where the detector misfires. \subsection{Feels ungrammatical, is grammatical} The classic case is the garden-path sentence: \ea[]{\label{ex:14:garden-path} \mention{The horse raced past the barn fell.}} \z ..."
T0122,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,194,Declarative,declarative,declarative,,replace_with_canonical,pending,,this_occurrence,,"... plus affected recipient. The \term{passive} (\mention{was eaten}) demotes the agent. Break the construction's slot-filling requirements and the zipper won't close. At the clause-type level, value's illocutionary force. \term{[[Declarative]]} structure signals assertion; \term{interrogative} structure signals question; \term{imperative} structure signals command. Mismatch the structure and the force~-- use rising intonation on a declarative to fake a questio ..."
T0123,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,204,Appropriateness,appropriateness,appropriateness,,replace_with_canonical,pending,,this_occurrence,,"... {Grammaticality as a species of appropriateness} This grain-specific view suggests a larger picture. Grammaticality isn't sui generis; it's a \emph{species} of appropriateness, narrowed to the morphosyntactic channel. \term{[[Appropriateness]]} in general is the coupling between a form and \emph{all} the values it signals: structural meaning, social indexicality, register stance, identity marking. Grammaticality is what you get when you restrict attention to o ..."
T0124,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,266,Syntactic satiation,syntactic satiation,syntactic satiation,,replace_with_canonical,pending,,this_occurrence,,... f the feeling of ungrammaticality's a noisy detector~-- not an oracle~-- then laboratory studies should reveal its characteristic failure modes. Three bodies of evidence confirm this prediction. \subsection{Satiation} \term{[[Syntactic satiation]]}'s the finding that repeated exposure to a marginally acceptable sentence can improve its perceived acceptability \parencite{snyder2000grammaticality}. But the effect's selective. Some constraints are susceptible to freq ...
T0125,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter14.tex,290,garden-path sentences,garden-path sentence,garden-path sentence,,replace_with_canonical,pending,,this_occurrence,,"... hibits \term{selective fallibility}: it's exquisitely sensitive to some constraints and systematically vulnerable to others. The pattern reveals something about the architecture of the feeling, not just noise. Consider \term{[[garden-path sentences]]}. When readers encounter a grammatical sentence that's initially misparsed, they produce high unacceptability ratings at the point of reanalysis, even though the sentence's well-formed. The feeling of ungrammaticality fi ..."
T0126,unknown_term_with_suggestion,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,39,grammatical,ungrammatical,ungrammatical,ungrammatical | grammaticality,replace_with_canonical,pending,,this_occurrence,,"... cuments its distribution across North American varieties: stable, predictable, and [[grammatical]]ized in specific discourse contexts.\footnote{See \url{https://ygdp.yale.edu/phenomena/double-is} for an overview.} So is it \term{grammatical}? The question is ill-posed because it treats \mention{English} as a single, flat population. If you pool all speakers and all contexts into one bucket, the double copula looks like a blurred edge~-- a 10\% probability ..."
T0127,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,45,cultural attractors,cultural attractor,cultural attractor,,replace_with_canonical,pending,,this_occurrence,,"... use the same social mechanisms keep regenerating them. The social variable isn't an external \mention{influence} on the grammar; it is a parameter of the grammar itself. \citet{sperber1996} calls such stable equilibria \term{[[cultural attractors]]}. The puzzle he addresses is this: if each transmission of a cultural item (a story, a pronunciation, a grammatical pattern) involves imperfect imitation or deliberate modification, why doesn't the item drift beyond reco ..."
T0128,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,82,Dialect,dialect,dialect,,replace_with_canonical,pending,,this_occurrence,,"... ) They don't have labels on the bolts. They have to infer the source. This inference isn't magic; it relies on three distinct mechanisms of social stabilization. In the technical literature, these often go by the names \term{[[Dialect]]}, \term{Register}, and \term{Discourse Community}. In the HPC framework, we can see them for what they are: stabilizer mechanisms that protect the cluster from drift. This mirrors \citet{khalidi2015three}'s taxonomy of s ..."
T0129,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,82,Register,register,register,,replace_with_canonical,pending,,this_occurrence,,"... e labels on the bolts. They have to infer the source. This inference isn't magic; it relies on three distinct mechanisms of social stabilization. In the technical literature, these often go by the names \term{Dialect}, \term{[[Register]]}, and \term{Discourse Community}. In the HPC framework, we can see them for what they are: stabilizer mechanisms that protect the cluster from drift. This mirrors \citet{khalidi2015three}'s taxonomy of social kinds, spec ..."
T0130,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,82,Discourse Community,discourse community,discourse community,,replace_with_canonical,pending,,this_occurrence,,"... . They have to infer the source. This inference isn't magic; it relies on three distinct mechanisms of social stabilization. In the technical literature, these often go by the names \term{Dialect}, \term{Register}, and \term{[[Discourse Community]]}. In the HPC framework, we can see them for what they are: stabilizer mechanisms that protect the cluster from drift. This mirrors \citet{khalidi2015three}'s taxonomy of social kinds, specifically his second kind: kinds ..."
T0131,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,95,maintained kinds,maintained kind,maintained kind,,replace_with_canonical,pending,,this_occurrence,,"... ething unrecognizable across generations? The standard sociolinguistic answer invokes geography, social networks, and identity. But these are descriptions, not mechanisms. Mechanisms are what HPC provides: dialects are \term{[[maintained kinds]]}. They cohere because transmission within communities, alignment during interaction, and identity-marking pressures keep regenerating the cluster. The dialect boundary isn't where the rules change; it's where the \emph{m ..."
T0132,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,139,slurs,slur,slur,,replace_with_canonical,pending,,this_occurrence,,"... Factory B}. This source attribution allows English to host massive internal diversity without losing its structural coherence. The clusters stay tight because we keep the bins separate effectively. Nunberg's history of \term{[[slurs]]} shows how such boundaries can be socially enforced into existence: the noun \mention{slur} as a label for derogative words only becomes widespread in Anglophone public discourse in the 1960s, tied to a changing civic-mo ..."
T0133,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,141,looping kinds,looping kind,looping kind,,replace_with_canonical,pending,,this_occurrence,,"... encodes stance. That is source attribution at the lexical level, and it makes the category real by making it policed by the community. \citep{nunberg2016slurs} This is closely related to what \citet{hacking1999} calls \term{[[looping kinds]]}. Hacking observed that when people are classified in a certain way~-- diagnosed with a disorder, labeled as a type~-- the classification loops back to affect how they behave, how others treat them, and even how they sel ..."
T0134,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,158,com-sits,com-sit,com-sit,,replace_with_canonical,pending,,this_occurrence,,"... n analytical convenience for linguists; it is the ground truth of acquisition. \citet{wiese2023} argues that children don't begin by learning languages like German or Turkish. They learn \term{Communicative Situations} (\term{[[com-sits]]}). In Wiese's \mention{free-range language} framework, the primary unit of acquisition is the com-sit: interactions with specific people (\eg\ \mention{talking to Dad}) in specific contexts (\eg\ \mention{breakfast tabl ..."
T0135,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,166,conditioned systems,conditioned system,conditioned system,,replace_with_canonical,pending,,this_occurrence,,"... English}. Because acquisition is com-sit dependent, we arrive directly at a core methodological conclusion of the maintenance view: there is no privileged scale of analysis. If the cognitive machinery is built to track \term{[[conditioned systems]]}, it tracks them at any scale where they stabilize~-- whether that's a dyadic routine between siblings, a specialised internet subculture, or a formal register shared by millions. The mechanisms of homeostasis are scale- ..."
T0136,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,196,Comparative concept,comparative concept,comparative concept,,replace_with_canonical,pending,,this_occurrence,,"... a definition that covers every construction in English without exception, then \textsc{subject} doesn't exist. But they were wrong to conclude that the only alternative is stipulation. To Haspelmath, we can now say: \term{[[Comparative concept]]}s aren't merely yardsticks we invent. They are \term{basin recognition}. When we find that the concept \textsc{adjective} is useful for describing unrelated languages, it isn't because we have forced the data into a box, ..."
T0137,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,198,Construction,construction,construction,,replace_with_canonical,pending,,this_occurrence,,"... re part of what makes those attractors cross-linguistically recurrent. The \enquote{comparative concept} tracks an attractor in the design space that is maintained by the community's action needs. To Croft, we can say: \term{[[Construction]]}s are indeed the primary units of form-meaning pairing, but they aren't islands. They are braided together by economy and alignment. \textsc{subject} is real in English not because it's a Platonic essence instantiated in ..."
T0138,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,200,discourse communities,discourse community,discourse community,,replace_with_canonical,pending,,this_occurrence,,"... r. To both, we can say: The complexity of sociolinguistic variation isn't evidence against categories, but evidence of \term{mixture}. Speakers don't condition on a single homogeneous grammar but on latent variables~-- \term{[[discourse communities]]} and \term{registers}~-- that shift the parameters. The fact that \mention{I done it} is grammatical in one community and ungrammatical in another doesn't mean the category \textsc{Perfect} is a fiction; it means it's pa ..."
T0139,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,200,registers,register,register,,replace_with_canonical,pending,,this_occurrence,,"... lexity of sociolinguistic variation isn't evidence against categories, but evidence of \term{mixture}. Speakers don't condition on a single homogeneous grammar but on latent variables~-- \term{discourse communities} and \term{[[registers]]}~-- that shift the parameters. The fact that \mention{I done it} is grammatical in one community and ungrammatical in another doesn't mean the category \textsc{Perfect} is a fiction; it means it's parameterised by a cond ..."
T0140,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,202,maintained kinds,maintained kind,maintained kind,,replace_with_canonical,pending,,this_occurrence,,"... rdination, terms needn't track pre-existing essences; similarity is defined in payoff space, so the properties that count as natural are those relevant to the community's action needs. That is exactly the space in which \term{[[maintained kinds]]} live. The nominalist is right that categories lack essences. What the nominalist declines to explain is why certain essenceless categories support induction, resist perturbation, and recur across unrelated languages. T ..."
T0141,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/chapters/chapter15.tex,206,real generals,real general,real general,,replace_with_canonical,pending,,this_occurrence,,"... e habits that keep \textsc{noun} stable across English speakers aren't conventions we could abolish by fiat; they're embedded in acquisition, production, and the inferential economy of communication. Peirce called these \term{[[real generals]]}~-- laws of habit that exist not in particular tokens but in the regularity of their effects. That's what HPC categories are: generals stabilized by causal work, sustaining would-bes that earn their reality by the infere ..."
T0142,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,17,definite article,,,,keep,pending,,this_occurrence,,"... finitions leak everywhere. Consider \mention{action}: it names a kind of thing, but it's an \enquote{action word}, which is supposed to be a verb. Consider \mention{the} in \enquote{I took the bus}. \mention{The} is the \term{[[definite article]]}, but it doesn't identify a specific bus. Every rule has \enquote{exceptions} that aren't exceptions~-- they're evidence. \textbf{The nominalist temptation} swings the other way. If definitions fail, maybe categories ar ..."
T0143,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,45,Noun,noun,noun,,replace_with_canonical,pending,,this_occurrence,,"... \term{noun}?} we ask \enquote{What keeps \term{noun} stable?} The answer is a story about mechanisms, not a dictionary entry. \bigskip Once you learn to see maintained clusters, you might start seeing them everywhere. \term{[[Noun]]}? Maintained. \term{Verb}? Maintained. \term{Subject}? \term{Voice}? \term{Non-finite}? Everything looks like a spinning top. This is the inflation problem. Not every stable pattern is a genuine kind. Some patterns are ..."
T0144,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,45,Verb,verb,verb,,replace_with_canonical,pending,,this_occurrence,,"... uote{What keeps \term{noun} stable?} The answer is a story about mechanisms, not a dictionary entry. \bigskip Once you learn to see maintained clusters, you might start seeing them everywhere. \term{Noun}? Maintained. \term{[[Verb]]}? Maintained. \term{Subject}? \term{Voice}? \term{Non-finite}? Everything looks like a spinning top. This is the inflation problem. Not every stable pattern is a genuine kind. Some patterns are just accidents; some labe ..."
T0145,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,45,Subject,subject,subject,,replace_with_canonical,pending,,this_occurrence,,"... n} stable?} The answer is a story about mechanisms, not a dictionary entry. \bigskip Once you learn to see maintained clusters, you might start seeing them everywhere. \term{Noun}? Maintained. \term{Verb}? Maintained. \term{[[Subject]]}? \term{Voice}? \term{Non-finite}? Everything looks like a spinning top. This is the inflation problem. Not every stable pattern is a genuine kind. Some patterns are just accidents; some labels are just filing conventio ..."
T0146,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,45,Voice,voice,voice,,replace_with_canonical,pending,,this_occurrence,,"... answer is a story about mechanisms, not a dictionary entry. \bigskip Once you learn to see maintained clusters, you might start seeing them everywhere. \term{Noun}? Maintained. \term{Verb}? Maintained. \term{Subject}? \term{[[Voice]]}? \term{Non-finite}? Everything looks like a spinning top. This is the inflation problem. Not every stable pattern is a genuine kind. Some patterns are just accidents; some labels are just filing conventions. When a fra ..."
T0147,unknown_term,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,45,Non-finite,,,,keep,pending,,this_occurrence,,"... ory about mechanisms, not a dictionary entry. \bigskip Once you learn to see maintained clusters, you might start seeing them everywhere. \term{Noun}? Maintained. \term{Verb}? Maintained. \term{Subject}? \term{Voice}? \term{[[Non-finite]]}? Everything looks like a spinning top. This is the inflation problem. Not every stable pattern is a genuine kind. Some patterns are just accidents; some labels are just filing conventions. When a framework can explain ..."
T0148,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,58,Adverb,adverb,adverb,,replace_with_canonical,pending,,this_occurrence,,"... group marking it as identity. If English lost it tomorrow, nothing would restore it. It's a smoke ring~-- real for a moment, but not maintained. \item \textbf{Fat categories} lump distinct clusters under one label. \term{[[Adverb]]} is the paradigm case~-- the \enquote{dustbin of the parts of speech,} a category with excellent storage capacity and terrible explanatory power. It groups manner adverbs like \mention{quickly} (which follow verbs), degr ..."
T0149,normalized_variant,/Users/brettreynolds/Documents/LLM-CLI-projects/papers/HPC book/frontmatter/precis.tex,59,Non-finite clause,non-finite clause,non-finite clause,,replace_with_canonical,pending,,this_occurrence,,"... ng \mention{quickly} tells you nothing about where \mention{very} can appear~-- the label creates an illusion of unity where there's only a filing decision. \item \textbf{Negative categories} are defined by absence. \term{[[Non-finite clause]]} groups infinitivals, gerunds, and past participles~-- not because they share something, but because they all lack tense inflection. This is a family portrait taken in silhouette: the shared trait is what you can't see. ..."
